avg_outflow,avg_inflow,total_grid,Am,BOD,COD,TN,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,year,month,day
4.125,4.136,234241,27,422.98,845.96,64.849,27.4,34,20,0,28,0,0,25.4,50,74.1,2018,11,1
3.053,4.955,270214,39,422.98,845.96,63.683,17.7,24,14,0,55,0,0,12.4,27.8,0,2018,11,4
4.118,4.384,240673,21,422.98,845.96,62.785,14.7,21,5,0,75,0,51.5,13,27.8,0,2018,11,6
3.973,4.272,330795,35,422.98,845.96,62.479,10.3,16,6,0,62,0,0,21.5,45.2,57.6,2018,11,7
3.798,4.744,300619,33,320,760,61.24,12,17.1,6.9,0,59,0,0,16.7,27.8,44.6,2018,11,8
3.85,4.489,275148,35,340,830,63.155,24.4,29,20,0,25,0,0,22,31.7,45.2,2018,11,12
4.109,4.388,316940,41,310,920,62.322,12.3,17.1,6,0,64,0,0,19.5,31.7,46.5,2018,11,15
3.077,4.219,279823,39,350,910,60.388,0,0,0,0,0,0,0,0,0,0,2018,11,18
6.624,4.734,282413,31,320,1100,64.928,0,0,0,0,0,0,0,0,0,0,2018,11,19
7.579,4.738,305587,34,310,1000,60.388,0,0,0,0,0,0,0,0,0,0,2018,11,20
6.239,10.888,315000,28,280,680,59.603,12.5,14,11,0,67,0,0,28.9,42.4,57.6,2018,11,22
4.389,6.805,303537,30,330,720,61.24,14.4,19,11,0,78,0,0,16.3,31.7,0,2018,11,25
3.385,5.644,291143,35,340,930,63,15.5,19,13,0,71,0,0,15,25.9,0,2018,11,26
3.431,5.341,296543,31,300,900,63.248,16.6,20.1,14,0,75,0,0,22,35.2,0,2018,11,27
4.827,4.518,335973,43,340,960,63.312,15.6,20.3,13,0,50,0,51.3,25,35.9,45.2,2018,11,28
3.963,5.076,349363,44,340,940,63.091,15.9,20,14,0,74,0,0,17.6,25.9,0,2018,11,29
5.489,4.907,291902,25,290,1200,67.019,14.7,19,11,0,52,0,10,24.4,38.9,57.6,2018,12,2
4.559,4.637,313630,46,320,820,61.69,16.4,23,12,0,64,0,10,25.6,40.7,61.1,2018,12,3
4.57,5.068,324791,45,330,920,63.091,16.1,20,12,0,68,0,10,15.6,24.1,35.2,2018,12,4
5.056,5.941,292929,38,330,870,63.312,19.1,28,12.6,0,63,0,0,15.7,42.4,0,2018,12,5
5.095,9.77,277937,27,360,870,64.321,29.4,35,25,0,29,0,0,30.4,51.9,70.6,2018,12,6
3.846,6.157,292278,56,330,920,63.136,16.8,21,14,0,79,0,10,11.9,27.8,0,2018,12,9
5.372,5.004,292526,47,390,930,69,16.3,21,11.5,0,68,0,10,15.9,29.4,0,2018,12,10
6.027,4.592,371224,40,350,1100,67.019,19.2,28,13,0,66,0,10,16.9,42.4,59.4,2018,12,11
6.028,6.037,326261,34,320,990,64.321,24.6,33,15.6,0,51,0,9.2,20.9,40.7,57.6,2018,12,12
6.037,6.426,306734,23,300,740,59.603,16.6,20,14,0,87,0,8.9,17.4,38.9,0,2018,12,13
3.539,6.058,327745,32,230,640,60.839,17.8,23,14,0,77,0,10,15,38.9,48.2,2018,12,16
3.003,5.995,305813,30,290,750,61.24,17.6,22,15,0,76,0,10,16.7,25.9,0,2018,12,17
3.021,5.159,259978,35,330,970,63.136,17.9,22,16,0,77,0,10,15,24.1,0,2018,12,18
3.024,4.703,332033,32,330,890,63.091,20.1,26,14.8,0,73,0,9.5,8.5,18.3,0,2018,12,19
3.028,4.441,325807,32,360,850,63.248,15.9,20.3,12.7,0,81,0,9.2,21.7,33.5,50,2018,12,20
3.027,4.433,243707,68,330,930,64.366,18.5,22,16,0,55,0,10,18.7,27.8,46.5,2019,1,6
3.023,4.599,274646,34,320,970,63.792,19.2,24,15.9,0,66,0,10,15,27.8,31.7,2019,1,7
3.03,4.496,263962,32,310,810,62.023,19,26,14,0,65,0,10,19.4,33.5,0,2019,1,8
5.063,4.447,253436,33,340,810,60,15.4,20,9,0,56,0,10,16.7,31.7,0,2019,1,9
5.485,4.487,254959,35,350,850,64.32,16.8,22,11,0,59,0,10,14.8,25.9,0,2019,1,10
5.345,4.463,252191,39,280,720,61.632,22.1,29,16.9,0,59,0,0,18.5,31.7,0,2019,1,13
7.635,17.36,248053,35,300,810,63.07,25.6,38,16,0,55,0,0,14.1,31.7,0,2019,1,14
6.765,11.692,275338,29,330,860,64.801,25.8,37,16.9,0,47,0,10,11.7,27.8,0,2019,1,15
7.308,6.829,313894,34,360,880,63.792,23.6,30,19.9,0,59,0,10,10.6,29.4,33.5,2019,1,16
7.036,5.639,282407,36,350,880,65.004,27.8,37,21,0,44,0,10,16.3,46.5,63,2019,1,17
5.47,5.351,240626,34,300,710,61.866,20.1,24,17.8,0,73,0,10,17.2,25.9,0,2019,1,20
7.561,5.075,276750,35,320,760,58,21.9,29,18,0,70,0,10,12.4,27.8,0,2019,1,21
6.881,5.357,302437,39,370,1000,63.792,22.7,30.2,16,0,66,0,10,15.7,24.1,0,2019,1,22
6.111,6.44,276811,37,370,870,63.728,20.6,26,16,0,68,0,10,16.7,29.4,0,2019,1,23
7.105,5.954,300545,41,422.98,845.96,63.949,26.2,0,17,0,48,0,10,23,48.2,68.3,2019,1,25
7.592,5.973,244382,49,260,680,63.393,23.2,35,15,0,47,0,10,16.9,38.9,53.5,2019,1,28
6.854,8.016,252484,45,310,870,65.004,23.8,38,15,0,47,0,10,17.8,40.7,57.6,2019,1,29
4.037,10.761,270466,36,320,880,64.958,25.4,39,16,0,47,0,10,25.9,53.5,74.1,2019,1,30
6.517,7.265,266159,41,320,870,64.477,16.3,21,11,0,48,0,10,26.9,40.7,55.4,2019,1,31
5.701,5.969,278044,44,330,800,62.993,24.9,41,17,0,50,0,10,21.1,33.5,48.2,2019,2,3
5.941,5.4,267477,39,280,800,65,18.7,22,17,0,70,0,10,24.6,31.7,0,2019,2,4
5.328,5.127,289915,36,360,940,63.728,20.1,26,16,0,76,0,89,12.6,20.6,0,2019,2,5
5.274,5.291,280760,31,360,920,64.958,25.4,35,20,0,60,0,9.7,16.9,57.6,64.8,2019,2,6
5.241,4.958,298288,36,350,840,63.728,22.4,30,16.8,0,72,0,9.7,15.6,24.1,0,2019,2,7
4.972,5.928,260472,44,300,780,61.533,17.7,24,12,0,61,0,10,12.6,25.9,0,2019,2,10
4.993,4.728,270153,41,350,930,63.995,22.3,28,15,0,47,0,10,21.7,37,61.1,2019,2,11
5.437,5.603,298785,32,370,880,63.949,12.9,19,9.9,0,54,0,97,25.6,42.4,63,2019,2,12
6.331,5.689,217367,36,310,1300,67.595,14.1,21,9,0,53,0,10,17.8,29.4,51.9,2019,2,13
4.996,5.652,312401,32,360,900,63.792,18.6,24,15.7,0,58,0,10,13.9,25.9,0,2019,2,14
4.892,5.615,290821,37,350,980,63.792,24.7,30,19.6,0,37,0,0,16.4,27.8,0,2019,2,17
4.077,5.59,274770,40,360,940,63.949,17.1,26,11,0,62,0,10,18.1,37,0,2019,2,18
4.525,5.25,270973,37,370,930,63.838,15,20.3,9,0,61,0,10,16.9,27.8,0,2019,2,19
4.528,4.638,280038,38,380,940,70,16.4,23,11,0,63,0,10,16.1,27.8,37,2019,2,20
4.35E-06,5.153,290940,42,530,1100,68.82,17.3,20.1,15,0,59,0,10,19.6,29.4,0,2019,2,21
4.35E-06,5.19,228087,41,370,830,65.531,25.7,33,19,0,26,0,0,22,51.9,70.6,2019,2,24
4.35E-06,4.435,216494,34,330,970,65.531,26.2,35,17,0,24,0,10,19.4,50,66.5,2019,2,25
4.35E-06,4.582,279558,37,290,900,64.256,17.7,24,12,0,70,0,10,14.3,27.8,0,2019,2,26
4.35E-06,4.419,291837,35,520,1100,68.82,23.8,31,18,0,43,0,0,16.7,53.5,72.2,2019,2,27
4.35E-06,5.291,286661,49,440,930,64.958,30.9,38,26,0,24,0,0,30,51.9,68.3,2019,2,28
5.133,4.781,283081,46,350,870,65.486,25.4,38,16,0,42,0,10,17.8,40.7,0,2019,3,3
5.951,4.42,300576,50,360,840,70,20.9,29,16,0,59,0,0,11.9,24.1,0,2019,3,4
5.956,5.531,275199,38,330,820,61.396,18.4,26,11,0,69,0,10,18,38.9,53.5,2019,3,5
5.976,7.13,203334,22,370,790,60.424,12.2,17,7,0,52,0,10,19.8,61.1,72.2,2019,3,6
5.974,6.117,231426,31,390,920,64.366,17.3,24,11,0,32,0,0,15,29.4,0,2019,3,7
1.146,6.176,218284,35,422.98,845.96,64.366,19.4,26.1,12,0,34,0,0,16.3,31.7,0,2019,3,8
4.35E-06,5.434,242929,49,350,1000,64.522,17.8,24,13,0,67,0,10,14.8,42.4,61.1,2019,3,11
4.35E-06,5.571,266625,25,390,980,63.995,13.2,19,8,0,55,0,10,19.1,38.9,55.4,2019,3,12
4.35E-06,5.264,351227,27,350,850,63.792,14.3,18,9.7,1017.5,59,0,11.3,14.4,25.9,0,2019,3,13
4.35E-06,4.968,326009,31,290,780,61.24,15.9,22,11,0,62,0,10,14.1,25.9,0,2019,3,14
4.35E-06,4.733,246169,32,280,640,61.309,20.6,28,16,0,68,0,9.8,13.3,24.1,0,2019,3,17
4.35E-06,4.802,239426,45,330,830,64.301,21.3,27,17,0,68,0,10,13.9,29.4,0,2019,3,18
4.35E-06,5.235,279716,38,340,960,63.728,19.6,23,18,0,85,0,7.6,14.4,27.8,0,2019,3,19
4.35E-06,4.59,230698,37,450,1100,72,20.5,25,18.5,0,82,0,9.7,14.4,22.2,0,2019,3,20
4.35E-06,5.181,274400,40,440,1100,67.434,20.6,25,18,0,78,0,10,13.1,20.6,0,2019,3,21
4.35E-06,6.693,241643,38,300,820,63.227,22.8,31,14,0,48,0,10,31.7,55.4,63,2019,3,24
4.35E-06,6.201,241172,37,310,950,64.477,13.7,19,10,0,41,0,10,28.9,55.4,72.2,2019,3,25
4.35E-06,7.31,274798,37,420,890,64.32,14.4,21,8,0,52,0,10,17.4,31.7,50,2019,3,26
4.35E-06,6.256,223711,35,420,910,64.366,16.3,23,11,0,50,0,0,15,29.4,0,2019,3,27
4.35E-06,5.556,232271,35,410,1000,64.477,22.1,28,17,0,23,0,0,24.3,48.2,50,2019,3,28
4.35E-06,5.299,263513,35,280,720,61.866,14.1,19,12,0,74,0,9.7,13.7,31.7,0,2019,3,31
4.656,5.951,289189,35,350,770,58,11.7,17,6,0,68,0,10,11.7,20.6,0,2019,4,1
5.902,5.313,303918,50,400,940,63.792,19.4,26,13,0,38,0,0,21.1,29.4,0,2019,4,2
6.182,5.297,267033,27,360,1000,64.477,17.1,26,12.9,0,61,0,10,19.4,35.2,48.2,2019,4,3
6.432,6.005,339369,37,350,770,61.396,17.7,23,13,0,61,0,0,14.1,50,68.3,2019,4,4
6.248,7.915,276679,45,260,680,62.512,18.7,26,10,0,41,0,10,20,38.9,48.2,2019,4,7
6.112,5.953,266240,37,350,1000,64.477,16.3,23,9,0,57,0,10,22.6,42.4,51.9,2019,4,8
4.054,5.066,232435,48,340,845.96,64.477,11.1,16,8,0,67,0,10,17.2,35.2,50,2019,4,9
3.686,5.477,207915,42,380,840,64.366,13.1,15,9,0,59,0,10,11.9,20.6,0,2019,4,10
5.51,4.483,319623,38,320,650,60.406,11.4,18,5.6,0,64,0,10,13.3,20.6,0,2019,4,11
5.115,5.066,271916,45,260,660,60,17.1,23,12,0,58,0,0,9.6,25.9,0,2019,4,14
5.24,4.69,282147,40,300,670,62.512,22.4,27,20,0,36,0,0,25,42.4,61.1,2019,4,15
4.463,5.367,295988,36,340,680,62.218,24.8,30,21,0,28,0,0,41.3,61.1,81.7,2019,4,16
5.542,5.069,290667,38,300,930,65.486,20.9,31,8.9,0,39,0,10,26.9,59.4,79.5,2019,4,17
4.613,4.701,233217,33,422.98,845.96,64.32,15.1,23,9,0,56,0,0,11.3,27.8,0,2019,4,19
4.332,5.14,172867,42,270,780,61.601,13,16.1,9,0,73,0,10,12.4,18.3,0,2019,4,22
6.161,4.348,248114,46,300,890,64.32,16.1,22,11,0,54,0,10,18,31.7,46.5,2019,4,25
7.528,5.253,223064,50,260,730,62.032,12.2,16.2,8,0,77,0,10,14.6,27.8,0,2019,4,28
6.984,5.988,224891,40,250,770,61.991,12.3,18,7,0,63,0,10,12.8,38.9,48.2,2019,4,29
3.572,6.175,264894,41,270,750,62.384,18.7,22,15,0,37,0,10,28.3,50,64.8,2019,4,30
4.35E-06,6.372,269271,43,320,880,61,18.9,22,15,0,72,0,51.8,30,38.9,57.6,2019,5,1
0.002,5.208,257362,49,330,780,62.16,15.4,20,10,0,76,0,0,20.6,31.7,48.2,2019,5,2
5.689,4.165,261684,48,220,780,62.16,11.8,16,8,0,81,0,0,14.1,24.1,0,2019,5,5
6.567,4.093,223546,48,280,840,63.422,11,16,6,0,76,0,0,14.3,25.9,0,2019,5,6
6.589,6.135,236331,34,310,950,64.477,13.4,19,9,0,62,0,0,25.9,48.2,68.3,2019,5,7
5.481,5.445,260337,46,360,920,64.477,12,16,8,0,67,0,0,22.6,42.4,64.8,2019,5,8
3.994,5.608,262600,40,290,990,64.477,12.2,16,8.8,0,65,0,51.8,25.2,55.4,68.3,2019,5,9
4.525,4.664,243279,43,330,830,64.256,13.9,17,11,0,69,0,0,15.7,22.2,0,2019,5,12
5.326,4.59,248342,39,250,750,62.317,12.9,17,9,0,65,0,0,22.8,33.5,0,2019,5,13
5.64,4.37,230971,44,340,930,66,14.3,19.1,10,0,69,0,0,10.4,25.9,0,2019,5,14
3.788,5.544,232223,50,310,880,63.422,11.4,16,6,0,71,0,0,8.9,20.6,0,2019,5,15
4.844,5.078,297914,38,330,910,61.025,0,0,0,0,0,0,0,0,0,0,2019,5,16
5.045,4.628,269476,40,270,700,61.521,0,0,0,0,0,0,0,0,0,0,2019,5,19
4.187,4.895,275305,41,330,800,62.317,13.6,17,10,0,79,0,0,28.7,53.5,70.6,2019,5,20
4.467,4.705,270048,34,280,880,64.256,14.4,20,10.8,0,70,0,0,20.7,27.8,0,2019,5,21
2.815,4.644,188232,35,300,720,61.668,15.3,22,11,0,61,0,0,19.1,29.4,0,2019,5,22
5.332,4.488,306155,32,310,740,61.69,16.6,21,14,0,49,0,0,41.9,53.5,74.1,2019,5,23
5.502,4.453,285131,26,190,610,48,10.3,14,6,0,66,0,51.8,27.2,46.5,59.4,2019,5,26
5.392,4.93,328307,24,200,560,53.295,9.1,13,7,0,70,0,0,30.7,51.9,68.3,2019,5,27
4.582,4.802,339074,24,260,620,57.086,10.9,15,7,0,67,0,0,28,42.4,63,2019,5,28
4.875,5.346,353157,28,280,680,58.769,6.6,10,5,0,76,0,0,28.5,46.5,64.8,2019,5,29
4.846,4.219,343734,19,170,640,59.797,10.6,12,8.8,0,50,0,51.7,22.8,35.2,46.5,2019,5,30
3.593,4.357,321106,29,230,800,61.591,9.5,14,7,0,51,0,9.5,17.5,42.4,59.4,2019,6,2
3.954,4.907,259208,33,180,720,61.19,8.1,10,6,0,59,0,9,18.1,35.2,50,2019,6,3
5.686,5.083,286142,38,260,750,61.033,9.1,12,6,0,77,0,10,15,25.9,0,2019,6,4
6.171,4.615,295447,35,300,980,63.619,10.5,12,9.6,0,72,0,10,18.9,25.9,0,2019,6,5
3.797,5.971,303571,39,320,920,63.155,11.8,14,10,0,52,0,10,10.7,25.9,0,2019,6,6
4.545,4.932,294265,39,422.98,845.96,62.942,10.1,17,5,0,74,0,10,13.9,35.2,0,2019,6,7
4.738,4.777,304417,39,320,790,61.69,12.6,15,8.9,0,67,0,10,23,37,53.5,2019,6,10
2.813,5.216,255359,44,260,870,63.84,14.3,17,12,0,67,0,9.7,35.6,59.4,75.9,2019,6,11
4.398,4.513,304526,43,230,780,61.885,12,16,7,0,55,0,9.8,23.2,42.4,59.4,2019,6,12
3.805,4.558,329105,43,300,810,65,12.1,16,5,0,75,0,9.8,19.1,29.4,0,2019,6,13
5.327,4.795,303728,45,330,770,61.632,10.4,15,7,0,79,0,10,17.6,24.1,0,2019,6,16
4.394,4.656,277748,47,270,760,61.789,11.6,17,8.8,0,74,0,10,23.3,35.2,48.2,2019,6,17
3.838,4.95,289854,44,270,870,62.942,7.2,12,4.7,0,82,0,10,18.9,40.7,55.4,2019,6,18
4.934,4.834,289607,46,360,1000,62.849,7.7,11,5.6,0,55,0,10,11.1,18.3,0,2019,6,19
5.068,4.716,305938,28,310,660,58.807,6.8,10,4,0,56,0,10,14.4,22.2,0,2019,6,20
5.882,5.51,293446,40,250,700,60.671,7.6,16,3,0,71,0,0,13.5,25.9,0,2019,6,24
4.638,4.811,307968,47,260,860,64,9.7,16,3,0,65,0,10,18.1,25.9,0,2019,6,25
5.373,4.929,316675,46,300,900,62.479,10.9,17,5,0,65,0,10,21.9,35.2,51.9,2019,6,26
4.072,5.194,318268,31,270,910,63.312,12.4,16,10,0,63,0,10,28,44.6,66.5,2019,6,27
